OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1925449,04092016959,SHERATON RALEIGH KITCHEN/JIMMY V'S OSTERIA & BAR,421 S SALISBURY ST ,,RALEIGH,NC,27601,(919) 834-9900,2015-07-07T04:00:00Z,Restaurant,3737,-78.6399062,35.77493479,M
1925450,04092021845,Walnut Creek East Main Concesion,3801  Rock Quarry RD ,,RALEIGH,NC,27601,(727) 481-1436,2015-04-29T04:00:00Z,Food Stand,3739,-78.57884845,35.7501844,M
1925451,04092018534,Waffle House #725,2624 WESTINGHOUSE BLVD,,RALEIGH,NC,27604,(919) 833-5954,2021-02-16T05:00:00Z,Restaurant,3742,-78.59823562,35.81659394,M
1925452,04092018136,Uncle Julio's #48,4325 GLENWOOD AVE,5008,RALEIGH,NC,27612-4539,(984) 221-1333,2019-07-11T04:00:00Z,Restaurant,3756,-78.68184484,35.84183815,T
1925453,04092010405,Kanki Japanese House Of Steaks,4500 Old Wake Forest RD ,,RALEIGH,NC,27609-6235,(919) 876-4157,1991-05-08T04:00:00Z,Restaurant,3781,-78.6099575,35.84195384,M
1925454,04092011415,Neomonde Mediterranean,3817 BERYL RD,,RALEIGH,NC,27607-5244,(919) 828-1628,1991-04-23T04:00:00Z,Restaurant,3797,-78.69018874,35.79325102,M
1925455,04092040301,COUSINS CONFECTIONS #3 (WCID #485),4700 TRINITY RD ,,RALEIGH,NC,27607,(919) 782-1967,2013-08-28T04:00:00Z,Pushcarts,3804,-78.71510697,35.79630808,M
1925456,04092018235,Amberly Local,718 SLASH PINE DR,,CARY,NC,27519,(919) 650-2546,2019-11-19T05:00:00Z,Restaurant,3805,-78.90892711,35.83075427,M
1925457,04092014534,Raleigh Times Bar,14 E Hargett ST ,,RALEIGH,NC,27601,(919) 833-0999,2006-03-21T04:00:00Z,Restaurant,3807,-78.63861815,35.77806273,M
1925458,04092018438,Cha House,1319 KILDAIRE FARM RD,,CARY,NC,27511,(984) 465-0498,2020-09-09T04:00:00Z,Restaurant,3808,-78.78193974,35.75976658,M
1925459,04092016331,SUBWAY #55675,234 FAYETTEVILLE  ST ,,RALEIGH,NC,27601,(919) 615-2670,2012-12-21T05:00:00Z,Restaurant,3814,-78.63956988,35.77712711,M
1925460,04092018312,Noodle Boulevard,1718 WALNUT ST,,CARY,NC,27511,(919) 678-1199,2020-01-30T05:00:00Z,Restaurant,3822,-78.747188,35.76300175,M
1925461,04092110007,Briarcliff Elementary Cafeteria,1220 POND ST,,CARY,NC,27511-4418,(919) 460-3450,1991-09-17T04:00:00Z,Public School Lunchrooms,3828,-78.78826469,35.76866673,M
1925462,04092018596,Kale Me Crazy,2018 Cameron ST ,,RALEIGH,NC,27605,(919) 239-4660,2021-03-25T04:00:00Z,Restaurant,3837,-78.66105804,35.79149603,M
1925463,04092018215,Which Wich #280,413 WOODBURN RD ,,RALEIGH,NC,27605,(919) 833-9424,2019-11-04T05:00:00Z,Restaurant,3842,-78.66025735,35.7899673,M
1925464,04092012102,CARRABBA'S ITALIAN GRILL #3420,4821 CAPITAL BLVD ,,RALEIGH,NC,27616-4483,(919) 871-0001,1997-08-18T04:00:00Z,Restaurant,3849,-78.58143515,35.8525397,M
1925465,04092012980,The Sports Page Bar & Grill,835 N SMITHFIELD RD ,,KNIGHTDALE,NC,27545-7717,(919) 266-3130,1999-07-20T04:00:00Z,Restaurant,3854,-78.48796476,35.79576936,M
1925466,04092030471,The Blue Window (WCID #759),2411  E Millbrook RD ,#106,NORTH CAROLINA,NC,27604,(984) 777-0379,2020-03-19T04:00:00Z,Mobile Food Units,3845,-78.59536053,35.84809143,M
1925467,04092020040,Circle K # 8621,4400 Louisburg Rd,,RALEIGH,NC,27616-4335,(919) 790-9099,1991-05-07T04:00:00Z,Food Stand,3856,-78.57305684,35.84255138,M
1925468,04092016174,RIDGEWOOD WINE & BEER CO.,1214 RIDGE RD ,,RALEIGH,NC,27607,(919) 832-5232,2012-05-09T04:00:00Z,Restaurant,3873,-78.68558086,35.80212022,M
1925469,04092110495,WILBURN ELEMENTARY CAFETERIA,3707 MARSH CREEK RD ,,RALEIGH,NC,27604,(919) 850-8738 ext. 26370,2011-10-18T04:00:00Z,Public School Lunchrooms,3896,-78.57496127,35.82147155,M
1925470,04092017442,PNC CLUB 204-A,1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016-09-28T04:00:00Z,Restaurant,3900,-78.7229363,35.8032419,M
1925471,04092110092,West Lake Middle Sch. Cafeteria,4600 W LAKE RD,YEAR ROUND,APEX,NC,27539-7657,(919) 662-2917,1992-07-01T04:00:00Z,Public School Lunchrooms,3911,-78.76185019,35.66034209,M
1925472,04092010174,Marriott Courtyard Crabtree Restaurant,3908 ARROW DR ,,RALEIGH,NC,27612-4657,(919) 782-6868,1991-05-06T04:00:00Z,Restaurant,3937,-78.67369567,35.83492573,M
1925473,04092021993,H Mart Don-don,1961 High House RD ,,CARY,NC,27519,(919) 535-5900,2016-12-22T05:00:00Z,Food Stand,3944,-78.84865444,35.78921622,M
1925474,04092025337,Bul Box North Hills,4421 Six Forks RD ,Suite 116 A,RALEIGH,NC,27609,(984) 200-3654,2021-01-11T05:00:00Z,Food Stand,3959,-78.64349886,35.84017418,M
1925475,04092021873,FOOD LION #1514 MEAT/SEAFOOD,9567 CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 462-1542,2015-08-31T04:00:00Z,Food Stand,3964,-78.81120699,35.8045716,M
1925476,04092011967,Agriculture Bldg. Snack Bar,2 W EDENTON ST,,RALEIGH,NC,27601-1020,(919) 733-7203,1996-11-19T05:00:00Z,Restaurant,3972,-78.63947115,35.78162018,M
1925477,04092090009,Morrisville Meals On Wheels,922 CHURCH ST,,MORRISVILLE,NC,27560-8729,(919) 467-7186,1994-06-29T04:00:00Z,Elderly Nutrition Sites (catered),3998,-78.84266402,35.85142617,M
1925478,04092021880,FOOD LION #341 PRODUCE,114 WAKELON ST ,,ZEBULON,NC,27597,(919) 269-6122,2015-09-16T04:00:00Z,Food Stand,4001,-78.31858381,35.83228812,M
1925479,04092021878,FOOD LION #247 PRODUCE,4510 CAPITAL BLVD ,,RALEIGH,NC,28145,(919) 876-8126,2015-09-18T04:00:00Z,Food Stand,4002,-78.57896604,35.84571366,M
1925480,04092110119,Wakefield High School Cafeteria,2200 Wakefield Pines Dr,,RALEIGH,NC,27614,(919) 562-3635,1999-08-12T04:00:00Z,Public School Lunchrooms,4000,-78.56956472,35.94935929,M
1925481,04092021877,FOOD LION #1557 PRODUCE,4827 GROVE BARTON RD ,,RALEIGH,NC,27613,(919) 781-4437,2015-09-17T04:00:00Z,Food Stand,4003,-78.71866323,35.869194,M
1925482,04092015713,WING STOP # 527,1721-112 NEW HOPE CHURCH RD ,,RALEIGH,NC,27609,(919) 872-8856,2010-09-13T04:00:00Z,Restaurant,4004,-78.61222144,35.83674654,M
1925483,04092110076,Wendell Elem School Cafeteria,3355 WENDELL BLVD ,,WENDELL,NC,27591-7289,(919) 365-2660 ext. 22751,1991-10-28T04:00:00Z,Public School Lunchrooms,4024,-78.37227706,35.7854195,M
1925484,04092016210,GARNER RD STOP N GO,2121 GARNER RD ,,RALEIGH,NC,27610,(919) 412-9458,2012-06-25T04:00:00Z,Restaurant,4037,-78.63080238,35.75168625,M
1925485,04092030391,Corner Boys BBQ (WCID #676),2161 S Wilmington  ST ,,RALEIGH,NC,27603,(919) 889-3882,2019-01-31T05:00:00Z,Mobile Food Units,4032,-78.64171063,35.75324624,M
1925486,04092011173,BOJANGLES #15,5409 CAPITAL BLVD ,,RALEIGH,NC,27616-2929,(919) 872-5820,1992-11-03T05:00:00Z,Restaurant,4053,-78.58248301,35.85985873,M
1925487,04092110041,Vance Elem. School Cafeteria,8808 OLD STAGE RD ,,RALEIGH,NC,27603-9533,(919) 662-2482,1991-04-03T04:00:00Z,Public School Lunchrooms,4074,-78.66853911,35.65532739,M
1925488,04092018034,Benchwarmers Bagels,500-107 E Davie ST ,,RALEIGH,NC,27601,(984) 232-8122,2019-01-23T05:00:00Z,Restaurant,4035,-78.63247092,35.77531669,M
1925489,04092010082,Brigs,8111 CREEDMOOR RD ,,RALEIGH,NC,27613-4389,(919) 870-0994,1991-05-03T04:00:00Z,Restaurant,4080,-78.68248786,35.89850336,M
1925490,04092015886,SUBWAY #33002,7106 KNIGHTDALE BLVD ,,KNIGHTDALE,NC,27545,(919) 261-0406,2011-01-24T05:00:00Z,Restaurant,4086,-78.49110797,35.79651289,M
1925491,04092021832,HARRIS TEETER #319 DELI,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015-02-13T05:00:00Z,Food Stand,4087,-78.67971393,35.85737248,M
1925492,04092025306,Pizza Hut 06316,6330 ROGERS RD,,ROLESVILLE,NC,27571,(984) 237-0021,2020-01-24T05:00:00Z,Food Stand,4090,-78.46695569,35.92118294,M
1925493,04092018305,Miso Ramen,970 HIGH HOUSE RD,,CARY,NC,27513,(984) 333-0110,2020-01-27T05:00:00Z,Restaurant,4091,-78.82691458,35.788417,M
1925494,04092017332,OFF THE HOOK SEAFOOD RESTAURANT,308 SOUTHTOWN CIR ,,ROLESVILLE,NC,27571,(919) 263-1868,2016-09-27T04:00:00Z,Restaurant,4101,-78.47039569,35.91648377,M
1925495,04092018303,The Parkway Tavern,982 HIGH HOUSE RD,,CARY,NC,27513,(919) 234-0018,2020-01-27T05:00:00Z,Restaurant,4121,-78.82691458,35.788417,M
1925496,04092017916,DELL/EMC2,5800 TECHNOLOGY  DR ,,APEX,NC,27502,(978) 317-8672,2018-09-10T04:00:00Z,Restaurant,4127,-78.84431049,35.69286556,M
1925497,04092020870,Papa John's Pizza,9611 Strickland Rd ,,RALEIGH,NC,27615,(919) 676-7272,1999-04-07T04:00:00Z,Food Stand,4167,-78.6561631,35.90108866,M
1925498,04092016932,TAIPEI CAFE,9825-G CHAPEL HILL RD ,,MORRISVILLE,NC,27560,(919) 380-8568,2015-05-29T04:00:00Z,Restaurant,4122,-78.81682593,35.81118245,M
1925499,04092110115,Wakefield Elementary Cafeteria,2400 Wakefield Pines Dr,,RALEIGH,NC,27614,(919) 562-3565,1999-06-30T04:00:00Z,Public School Lunchrooms,4173,-78.56641546,35.94649395,M
1925500,04092110117,Green Hope High Sch. Cafeteria,2500 Carpenter Upchurch RD ,,CARY,NC,27519,(919) 380-3684,1999-08-12T04:00:00Z,Public School Lunchrooms,4174,-78.86673547,35.80474992,M
1925501,04092020857,Sam's Club #6570 Deli,3001 Calvary DR ,,RALEIGH,NC,27604-2801,(919) 874-0112,1998-12-18T05:00:00Z,Food Stand,4178,-78.58500406,35.84648464,M
1925502,04092018392,Academy Street Bistro,200 S Academy ST ,Ste 100,CARY,NC,27511,(919) 377-0509,2020-06-30T04:00:00Z,Restaurant,4186,-78.78170139,35.78644735,M
1925503,04092015523,Bocci Trattoria & Pizzeria,2425 Kildaire Farm RD ,Ste 201,CARY,NC,27518,(919) 803-5358,2009-11-19T05:00:00Z,Restaurant,4187,-78.77660452,35.72829274,M
1925504,04092017805,NY Bagel,301 Glenwood AVE ,Suite 180,RALEIGH,NC,27603,(919) 615-1054,2018-03-08T05:00:00Z,Restaurant,4197,-78.64802957,35.784569,M
1925505,04092016921,BEST WESTERN FOODSERVICE,2715 CAPITAL BLVD ,,RALEIGH,NC,27604,(919) 872-5000,2015-05-08T04:00:00Z,Restaurant,4201,-78.60270667,35.81715188,M
1925506,04092021597,SHISH KABOB CITY PLAZA,438 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 833-4005,2009-11-20T05:00:00Z,Food Stand,4205,-78.63936414,35.77440995,M
1925507,04092030493,Carnes 504 (WCID #782),2201 S WILMINGTON ST,,RALEIGH,NC,27603-2559,(919) 903-4811,2020-09-10T04:00:00Z,Mobile Food Units,4248,-78.63902655,35.752054,M
1925508,04092021830,STARBUCKS AT HARRIS TEETER #319,2051 W. MILLBROOK ROAD,,RALEIGH,NC,27612,(919) 787-1364,2015-02-13T05:00:00Z,Food Stand,4265,-78.67971393,35.85737248,M
1925509,04092018347,Starbuck's,2901 SHERMAN OAK PL ,,RALEIGH,NC,27609-6884,,2020-04-13T04:00:00Z,Restaurant,4267,-78.62082753,35.82131925,M
1925510,04092016927,SHEETZ 555,4010 CONVENIENCE LN ,,CARY,NC,27519,(919) 316-7779,2015-04-24T04:00:00Z,Restaurant,4274,-78.89476815,35.86024024,M
1925511,04092017593,SUBWAY #5168,5410 Six Forks Rd,,RALEIGH,NC,27609,(919) 870-1782,2017-05-04T04:00:00Z,Restaurant,4279,-78.64059702,35.85499105,M
1925512,04092020813,Papa Johns Pizza #1625,6510 GLENWOOD AVE ,,RALEIGH,NC,27612-7156,(919) 786-9900,1997-07-27T04:00:00Z,Food Stand,4290,-78.70609774,35.86074545,M
1925513,04092012875,Ruckus Pizza,2233 AVENT FERRY RD ,,RALEIGH,NC,27606-2138,(919) 835-2002,1999-02-18T05:00:00Z,Restaurant,4311,-78.67605091,35.77835817,M
1925514,04092011108,Margauxs,8111 CREEDMOOR RD ,,RALEIGH,NC,27613-4389,(919) 846-9846,1993-03-18T04:00:00Z,Restaurant,4326,-78.68248786,35.89850336,M
1925515,04092011740,Burger King #9246,3500 POOLE RD ,,RALEIGH,NC,27610-2904,(919) 231-3008,1995-10-03T04:00:00Z,Restaurant,4335,-78.57714053,35.76737546,M
1925516,04092030345,MR. PUEBLA TACOS (WCID #603),6925 OLD WAKE FOREST RD ,,RALEIGH,NC,27616,(919) 758-5330,2017-08-18T04:00:00Z,Mobile Food Units,4339,-78.58556165,35.86996942,M
1925517,04092017033,LONGHORN 5556,300 CONSERVATION RD ,,GARNER,NC,27529,(919) 772-7707,2015-09-17T04:00:00Z,Restaurant,4342,-78.58232283,35.69664726,M
1925518,04092016089,OVER THE FALLS,419 S BROOKS ST ,,WAKE FOREST,NC,27587,(919) 570-8588,2012-01-20T05:00:00Z,Restaurant,4341,-78.50993609,35.9738265,M
1925519,04092017790,Southland Steakhouse,1007  Shepard School Rd,,ZEBULON,NC,27597,(919) 375-4783,2018-02-21T05:00:00Z,Restaurant,4345,-78.31427362,35.83238402,M
1925520,04092017554,KIWI CAFE AND SMOOTHIES,11211 GALLERIA AVE ,UNIT 103,RALEIGH,NC,27614,(919) 570-5001,2017-03-15T04:00:00Z,Restaurant,4346,-78.54331441,35.94865826,M
1925521,04092021604,The Butchers Market,1225 KILDAIRE FARM RD,,CARY,NC,27511,(919) 465-3082,2010-01-20T05:00:00Z,Food Stand,4347,-78.78213078,35.7627377,M
1925522,04092021902,REAL FOOD CENTRAL,3222 WELLINGTON CT ,SUITE 106,RALEIGH,NC,27605,(919) 358-4138,2015-10-30T04:00:00Z,Food Stand,4356,-78.57835538,35.88649841,M
1925523,04092110504,APEX FRIENDSHIP HIGH SCHOOL CAFETERIA,7901 HUMIE OLIVE RD ,,APEX,NC,27502,(919) 694-0500 ext. 20009,2015-05-22T04:00:00Z,Public School Lunchrooms,4358,-78.91098202,35.70021278,M
1925524,04092110110,Southeast Raleigh H.S.Cafeteria,2600 ROCK QUARRY RD ,,RALEIGH,NC,27610-5102,(919) 856-2800 ext. 24980,1997-07-28T04:00:00Z,Public School Lunchrooms,4362,-78.604097,35.74534841,M
1925525,04092017662,CULVER'S OF WAKE FOREST,2819 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 435-1053,2017-08-14T04:00:00Z,Restaurant,4369,-78.52437345,35.95309222,M
1925526,04092017340,BURGER KING #1094,6300 Capital BLVD ,,RALEIGH,NC,27616-3048,(919) 872-6307,2016-10-17T04:00:00Z,Restaurant,4370,-78.57966996,35.87091963,M
1925527,04092016625,CILANTRO INDIAN CAFE',107 EDINBURGH SOUTH DR ,STE 107,CARY,NC,27511,(919) 234-1264,2014-02-21T05:00:00Z,Restaurant,4371,-78.79792507,35.7367619,M
1925528,04092110085,Lynn Road Elem. Cafeteria,1601 LYNN RD ,,RALEIGH,NC,27612-6820,(919) 870-4074 ext. 20860,1991-09-17T04:00:00Z,Public School Lunchrooms,4372,-78.66786984,35.87032502,M
1925529,04092020122,Han-Dee Hugo's #41,103 SW MAYNARD RD,,CARY,NC,27511-4401,(919) 467-8963,1991-05-06T04:00:00Z,Food Stand,4397,-78.78225534,35.77097318,M
1925530,04092300113,Whole Foods Market Meat Market,3540 WADE AVE ,,RALEIGH,NC,27607-4048,(919) 828-5805,1997-06-19T04:00:00Z,Meat Market,4431,-78.68558086,35.80212022,M
1925531,04092020818,Han-Dee Hugo's #60,2581 GORMAN ST ,,RALEIGH,NC,27606-4673,(919) 859-5272,1997-11-04T05:00:00Z,Food Stand,4434,-78.69957038,35.7568828,M
1925532,04092016684,CHINA QUEEN,2233-103 AVENT FERRY RD ,,RALEIGH,NC,27606,(919) 832-8882,2014-05-16T04:00:00Z,Restaurant,4408,-78.6777461,35.7779645,M
1925533,04092011279,Ole Time Barbecue,6309 Hillsborough ST ,,RALEIGH,NC,27606-1148,(919) 859-2544,1993-05-11T04:00:00Z,Restaurant,4448,-78.73877091,35.78732806,M
1925534,04092010070,Bojangles # 3,1013 NEW BERN AVE ,,RALEIGH,NC,27601-1605,(919) 821-3735,1991-04-25T04:00:00Z,Restaurant,4457,-78.62299019,35.78024331,M
1925535,04092110112,Lufkin Middle School Cafeteria,1002 LUFKIN RD ,,APEX,NC,27539-8160,(919) 363-1090,1998-09-14T04:00:00Z,Public School Lunchrooms,4493,-78.83012663,35.71965767,M
1925536,04092011399,Bojangles,1209 Laura Village  RD ,,APEX,NC,27523-7140,(919) 362-1416,1993-12-02T05:00:00Z,Restaurant,4479,-78.83663534,35.74916947,M
1925537,04092110116,Reedy Creek Elem. Cafeteria,940 REEDY CREEK RD ,,CARY,NC,27513-3046,(919) 380-3660 ext. 21684,1999-08-04T04:00:00Z,Public School Lunchrooms,4495,-78.7681835,35.81273345,M
1925538,04092040381,Wicked Links #4 (WCID #728),1101 BEAVER CREEK COMMONS DR,,APEX,NC,27502-3920,(919) 855-8548,2020-02-25T05:00:00Z,Pushcarts,4502,-78.87546661,35.74471718,M
1925539,04092018638,Hibachi Japan,11216 CAPITAL BLVD ,STE 105,WAKE FOREST,NC,27587,(919) 556-8882,2021-06-01T04:00:00Z,Restaurant,4505,-78.53734624,35.9524773,M
1925540,04092020145,Caspian International Food Mart,2909 Brentwood Rd ,,RALEIGH,NC,27604,(919) 954-0029,1991-05-08T04:00:00Z,Food Stand,4539,-78.59681384,35.81969751,M
1925541,04092021700,JET'S PIZZA,1253 NW MAYNARD RD ,,CARY,NC,27513,(919) 469-4949,2012-01-25T05:00:00Z,Food Stand,4553,-78.81241463,35.78438636,M
1925542,04092018443,Di Fara,111 E CHATHAM ST,,CARY,NC,27511,(919) 678-5300,2020-09-15T04:00:00Z,Restaurant,4556,-78.78052303,35.78769406,M
1925543,04092017674,SERGIO'S PIZZA,7440 LOUISBURG RD ,STE 135,RALEIGH,NC,27616,(919) 876-3116,2017-08-31T04:00:00Z,Restaurant,4560,-78.53977,35.87454018,M
1925544,04092017679,Firehouse Subs #1052,413 Village Walk DR ,,HOLLY SPRINGS,NC,27540,(984) 225-2550,2017-09-18T04:00:00Z,Restaurant,4566,-78.83774133,35.64081684,M
1925545,04092018281,RALEIGH TAP ROOM,2400 JOHN BRANTLEY BLVD ,RDU TERMINAL 2,MORRISVILLE,NC,27560,(919) 840-4477,2020-01-03T05:00:00Z,Restaurant,4568,-78.78941437,35.8696795,M
1925546,04092011623,Jose and Sons Mexican Kitchen & Bar,4112 PLEASANT VALLEY RD ,,RALEIGH,NC,27612-6256,(919) 571-1188,1995-01-10T05:00:00Z,Restaurant,4579,-78.70472608,35.86043731,M
1925547,04092030294,The Naked Empanada (WCID #542),218 S WHITE ST ,,WAKE FOREST,NC,27587,(919) 609-5725,2015-11-18T05:00:00Z,Mobile Food Units,4583,-78.51016553,35.97750081,M
1925548,04092110091,Swift Creek Elem. Sch. Cafeteria,5601 TRYON RD ,,RALEIGH,NC,27606-4451,(919) 233-4328,1992-08-20T04:00:00Z,Public School Lunchrooms,4596,-78.73415019,35.74422453,M
1925549,04092110109,Olive Chapel Elementary Cafeteria,1751 OLIVE CHAPEL RD ,,APEX,NC,27502-4862,(919) 387-4449,1997-08-14T04:00:00Z,Public School Lunchrooms,4602,-78.89411999,35.73464019,M
1925550,04092010350,Harris Teeter #289 Deli ,2603 GLENWOOD AVE ,,RALEIGH,NC,27608-1044,(919) 787-5526,1991-03-18T04:00:00Z,Restaurant,4623,-78.66059857,35.81550372,M
1925551,04092020121,Han-Dee Hugo's #47,4120 GLENWOOD AVE ,,RALEIGH,NC,27612-4626,(919) 881-9246,1991-04-29T04:00:00Z,Food Stand,4629,-78.6725054,35.83778154,M
1925552,04092010661,Side Street Restaurant,225 N Bloodworth St ,,RALEIGH,NC,27601-1105,(919) 828-4927,1991-04-29T04:00:00Z,Restaurant,4630,-78.63331201,35.78351455,M
1925553,04092011839,Jersey Mikes,962-D Airport BLVD ,,MORRISVILLE,NC,27560,(919) 319-0039,1996-03-05T05:00:00Z,Restaurant,4618,-78.82129441,35.85834068,M
1925554,04092025164,Corporate Caterers,6405 WESTGATE RD ,,RALEIGH,NC,27617,(919) 410-3057,2018-03-08T05:00:00Z,Food Stand,4661,-78.7609413,35.90121976,M
1925555,04092015917,THAI CAFE #2,3309 ROGERS RD ,,WAKE FOREST,NC,27587,(919) 453-1679,2011-03-23T04:00:00Z,Restaurant,4692,-78.51539337,35.95073316,M
1925556,04092017327,Chipotle  #2822,1081 PINE PLAZA DR ,,APEX,NC,27502,(919) 362-5435,2016-09-20T04:00:00Z,Restaurant,4693,-78.82939266,35.74657076,M
1925557,04092018268,COMFORT INN OF FUQUAY BREAKFAST,7616 PURFOY RD ,,FUQUAY VARINA,NC,27526,(919) 557-9000,2019-12-13T05:00:00Z,Restaurant,4698,-78.77411286,35.59000199,M
1925558,04092017443,PNC CLUB 220-A (GRILL SIDE),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607,(919) 861-2300,2016-09-28T04:00:00Z,Restaurant,4705,-78.7229363,35.8032419,M
1925559,04092021887,FOOD LION #1459 PRODUCE,1508 BROAD ST ,,FUQUAY-VARINA,NC,27526,(919) 577-1000,2015-09-25T04:00:00Z,Food Stand,4695,-78.80356197,35.60352165,T
1925560,04092110003,Broughton High Cafeteria,723 SAINT MARYS ST ,,RALEIGH,NC,27605-1424,(919) 856-7810 ext. 23266,1991-09-16T04:00:00Z,Public School Lunchrooms,4709,-78.65350233,35.79075859,M
1925561,04092110005,Farmington Woods Elem. Cafeteria,1413 HAMPTON VALLEY RD ,,CARY,NC,27511-4548,(919) 460-3476,1991-09-17T04:00:00Z,Public School Lunchrooms,4713,-78.77460084,35.7579383,M
1925562,04092013049,PNC 112 (Mexican),1400 EDWARDS MILL RD ,,RALEIGH,NC,27607-3624,(919) 861-2300 ext. 5,1999-10-28T04:00:00Z,Restaurant,4725,-78.7229363,35.8032419,M
1925563,04092016825,SMASHBURGER,6679-105 FALLS OF NEUSE ROAD,,RALEIGH,NC,27615,(919) 870-9230,2014-12-03T05:00:00Z,Restaurant,4699,-78.62317377,35.87493875,M
1925564,04092011132,Bojangles,1400 N Main ST ,,FUQUAY VARINA,NC,27526-8901,(919) 557-0749,1992-08-10T04:00:00Z,Restaurant,4731,-78.77334916,35.59221914,M
1925565,04092012937,Pf Changs Restaurant,4325 Glenwood AVE ,Suite 2089,RALEIGH,NC,27612,(919) 787-7754,1999-06-08T04:00:00Z,Restaurant,4736,-78.68184484,35.84183815,T
1925566,04092011179,RED DRAGON CHINESE RESTAURANT,2513 FAIRVIEW RD,,RALEIGH,NC,27608,(919) 782-1102,1992-10-08T04:00:00Z,Restaurant,4734,-78.65461085,35.80920928,M
1925567,04092012996,Glenaire Dining Services,4000 Glenaire Circle ,,CARY,NC,27511-3802,(919) 447-4482,1999-08-19T04:00:00Z,Restaurant,4740,-78.78515931,35.77628348,M
1925568,04092012029,Wake Technical Community College Rest.,9101 FAYETTEVILLE RD,,RALEIGH,NC,27603-5655,(919) 662-3417,1997-04-02T04:00:00Z,Restaurant,4746,-78.703875,35.65085574,M
1925569,04092017666,OAK CITY PIZZA,206 FOREST HILLS DR ,,GARNER,NC,27529,,2017-06-30T04:00:00Z,Restaurant,4753,-78.62278736,35.70820906,M
1925570,04092020869,Domino's Pizza # 7487,1121 -104 Falls River Ave ,,RALEIGH,NC,27614,(919) 870-1155,1999-03-29T04:00:00Z,Food Stand,4742,-78.58829014,35.90616936,M
1925571,04092016627,WHISPERING PINES DINING,7501 LEADMINE  RD ,,RALEIGH,NC,27615,(919) 870-0222,2014-02-25T05:00:00Z,Restaurant,4757,-78.66223022,35.88240773,M
1925572,04092017027,CAPITAL OAKS CULINARY & DINING SERVICES,6498 RAY RD ,,RALEIGH,NC,27613,(919) 784-0099,2015-09-17T04:00:00Z,Restaurant,4758,-78.69653255,35.86810514,M
1925573,04092020612,Harris Teeter #26 Deli,7400 CREEDMOOR RD,,RALEIGH,NC,27613-1639,(919) 848-1464,1994-05-24T04:00:00Z,Food Stand,4770,-78.67820041,35.88787167,M
1925574,04092010485,Mecca Restaurant,13 E MARTIN ST ,,RALEIGH,NC,27601-1841,(919) 832-5714,1991-04-02T04:00:00Z,Restaurant,4784,-78.63864258,35.77709453,M
1925575,04092020045,Community Mart,10128 OLD STAGE RD ,,RALEIGH,NC,27603-9559,(919) 772-1451,1991-04-03T04:00:00Z,Food Stand,4788,-78.67183243,35.63532099,M
1925576,04092016771,Linus & Pepper's,126 S SALISBURY ST ,,RALEIGH,NC,27601,(919) 649-2154,2014-09-30T04:00:00Z,Restaurant,4827,-78.64041384,35.77862242,M
1925577,04092018311,China Wok,2720 Lake Wheeler RD ,,RALEIGH,NC,27603,(919) 821-3038,2020-01-28T05:00:00Z,Restaurant,4856,-78.68034061,35.74405959,M
1925578,04092030247,VIRGIL'S JAMAICA (WCID #443),2101  S Main ST ,,Wake Forest,NC,27587,(919) 562-5570,2012-11-19T05:00:00Z,Mobile Food Units,4862,-78.53310077,35.94802112,M
1925579,04092030481,Same O Dame O's (WCID # 770),2201 S Wilmington St,,RALEIGH,NC,27603,(919) 896-1333,2020-06-09T04:00:00Z,Mobile Food Units,4868,-78.63902655,35.752054,M
1925580,04092018639,B&B Theatres Park West Concessions,3400 Village Market  PL ,,MORRISVILLE,NC,27560,(919) 377-2508,2021-06-03T04:00:00Z,Restaurant,4898,-78.81800343,35.80772157,M
1925581,04092011958,Goodberry's Creamery,2325 Davis Dr ,,CARY,NC,27560,(919) 469-3350,1996-11-15T05:00:00Z,Restaurant,4905,-78.84745125,35.78961368,M
1925582,04092030240,BIG MIKES BBQ (WCID #418),1100 E WILLIAMS ST ,"610 GLENWOOD RALEIGH, NC 27603",CARY,NC,27502,(910) 436-3112,2012-03-12T04:00:00Z,Mobile Food Units,4870,-78.8438104,35.72060287,M
1925583,04092110124,Middle Creek Elem. Sch. Cafeteria,110 MIDDLE CREEK PARK AVE ,,APEX,NC,27539-7982,(919) 773-9570,2000-08-23T04:00:00Z,Public School Lunchrooms,4909,-78.75946583,35.67025019,M
1925584,04092015577,AMEDEO'S,3905 WESTERN  BLVD ,,RALEIGH,NC,27606,,2010-03-04T05:00:00Z,Restaurant,4912,-78.69045749,35.78405439,M
1925585,04092017729,Whole Foods Market #10611 Produce,5055 Arco ST ,,CARY,NC,27519,(984) 228-0300,2017-11-03T04:00:00Z,Restaurant,4913,-78.88191924,35.83347908,M
