OBJECTID,GlobalID,CreationDate,Creator,EditDate,Editor,case_number,crime_category,crime_code,crime_description,crime_type,reported_block_address,city_of_incident,city,district,reported_date,reported_year,reported_month,reported_day,reported_hour,reported_dayofwk,latitude,longitude,agency,updated_date
572233,9dd18ace-a191-4b36-affe-24ee6791b844,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013637,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,500 BLOCK N PERSON ST,RALEIGH,RALEIGH,Downtown,2020-03-11T14:44:00Z,2020,3,11,10,Wednesday,35.7880286050001,-78.634405076,RPD,2020-03-12T02:37:19.763Z
572234,08e99c62-5ae6-4071-820b-d592b0ec9de9,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013639,VANDALISM,80B,All Other/Damage to Property (minor),,6400 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,Northeast,2020-03-11T15:03:00Z,2020,3,11,11,Wednesday,35.8728325110001,-78.578735931,RPD,2020-03-11T20:09:32.827Z
572235,2cefb68c-9fc3-4b97-bbba-871984317771,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013642,LARCENY FROM MV,35G,Larceny/Theft of MV Parts-Accessories,CRIMES AGAINST PROPERTY,6500 BLOCK MERIDIEN DR,RALEIGH,RALEIGH,North,2020-03-11T15:39:00Z,2020,3,11,11,Wednesday,35.870091818,-78.592026163,RPD,2020-03-11T17:23:13.280Z
572236,9ed57a71-5cc0-4035-80cd-b695d3cecc92,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013646,DRUGS,54C,Drug Violation/Felony,CRIMES AGAINST SOCIETY,1900 BLOCK POOLE RD,RALEIGH,RALEIGH,Southeast,2020-03-11T16:01:00Z,2020,3,11,12,Wednesday,35.7766157890001,-78.611037084,RPD,2020-03-11T20:25:56.030Z
572237,ed826b32-1764-45fd-9eb1-ccf7a1e840ba,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013648,VANDALISM,80B,All Other/Damage to Property (minor),,3100 BLOCK RUSHWORTH DR,RALEIGH,RALEIGH,North,2020-03-11T16:05:00Z,2020,3,11,12,Wednesday,35.826738123,-78.626940555,RPD,2020-03-11T16:30:51.600Z
572238,30edf442-c1ab-4ed9-af9a-19ff55c1576a,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013667,DRUGS,54D,Drug Violation/Misdemeanor,CRIMES AGAINST SOCIETY,100 BLOCK CLARENDON CRES,RALEIGH,RALEIGH,Southeast,2020-03-11T13:11:00Z,2020,3,11,9,Wednesday,35.780863551,-78.602793549,RPD,2020-03-11T19:38:32.923Z
572239,55969640-0bbd-427d-8509-1a5532c78120,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013669,LARCENY,35D,Larceny/Theft from Building,CRIMES AGAINST PROPERTY,800 BLOCK WOODBURN RD,RALEIGH,RALEIGH,Southwest,2020-03-11T16:37:00Z,2020,3,11,12,Wednesday,35.7955767170001,-78.655452978,RPD,2020-03-11T18:41:24.517Z
572240,b847828a-708f-48ff-8055-addc90a026f4,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013671,ASSAULT,25F,Assault/Intimidation-Communicating Threats,CRIMES AGAINST PERSONS,1300 BLOCK UJAMAA DR,RALEIGH,RALEIGH,Southeast,2020-03-11T17:29:00Z,2020,3,11,13,Wednesday,35.734165352,-78.617016008,RPD,2020-03-11T20:51:22.347Z
572241,55c0373d-8c24-430e-8cf2-8cc31393ccbb,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013676,ASSAULT,25E,Assault/Simple,CRIMES AGAINST PERSONS,3900 BLOCK CAPITAL BLVD,RALEIGH,RALEIGH,North,2020-03-11T17:42:00Z,2020,3,11,13,Wednesday,35.83463685,-78.582898415,RPD,2020-03-11T20:19:14.950Z
572242,a6baa0e4-70b0-43d1-8b3f-d0f2f523b089,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013678,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,3200 BLOCK DURHAM DR,RALEIGH,RALEIGH,Downtown,2020-03-11T17:50:00Z,2020,3,11,13,Wednesday,35.7333183100001,-78.6448819249999,RPD,2020-03-11T19:41:43.529Z
572243,99536955-9c91-4760-b5a3-2a5c7bd0e01a,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013679,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,8300 BLOCK CAMP DURANT RD,RALEIGH,RALEIGH,Northeast,2020-03-11T18:21:00Z,2020,3,11,14,Wednesday,35.8952241000001,-78.579243026,RPD,2020-03-11T20:16:19.913Z
572246,23a68896-b3b4-45a3-8d33-8c3d89c70d2d,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013682,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,600 BLOCK ASHFORD ST,RALEIGH,RALEIGH,Southeast,2020-03-11T17:33:00Z,2020,3,11,13,Wednesday,35.7702293730001,-78.5914466739999,RPD,2020-03-12T02:43:37.689Z
572247,0f875a79-387d-42b9-8f7d-516b9cceef12,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013689,LARCENY,35C,Larceny/Shoplifting,CRIMES AGAINST PROPERTY,1700 BLOCK NEW HOPE CHURCH RD,RALEIGH,RALEIGH,North,2020-03-11T19:25:00Z,2020,3,11,15,Wednesday,35.836638556,-78.61213936,RPD,2020-03-11T22:00:55.830Z
572248,e0a27db6-3b8d-41a5-81e8-e53b0a4c5882,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013692,VANDALISM,80B,All Other/Damage to Property (minor),,5600 BLOCK CROSSFIELD DR,RALEIGH,RALEIGH,Northwest,2020-03-11T19:06:00Z,2020,3,11,15,Wednesday,35.927960522,-78.751244588,RPD,2020-03-11T21:26:36.667Z
572249,cbaab6a6-a59d-4425-aa68-9916875625a3,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013697,FRAUD,56C,Fraud/ID Theft,CRIMES AGAINST PROPERTY,6400 BLOCK CANARY FALLS LN,RALEIGH,RALEIGH,Southwest,2020-03-11T20:01:00Z,2020,3,11,16,Wednesday,35.7853676140001,-78.7476448149999,RPD,2020-03-11T21:02:55.233Z
572251,1da0fc72-e572-4f44-8246-a874c42ff6bb,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013699,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,8200 BLOCK ROWLOCK WAY,RALEIGH,RALEIGH,Northwest,2020-03-11T20:01:00Z,2020,3,11,16,Wednesday,35.885619933,-78.737712774,RPD,2020-03-12T01:54:30.720Z
572252,ad351ea4-8c22-43a8-b436-c165aa7e54ef,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013700,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,100 BLOCK E DAVIE ST,RALEIGH,RALEIGH,Downtown,2020-03-11T20:48:00Z,2020,3,11,16,Wednesday,35.775538586,-78.6374953869999,RPD,2020-03-12T03:38:53.400Z
572254,7f3597ab-642b-4ced-80b3-f65df1cd30a9,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013706,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,700 BLOCK ELLINGTON ST,RALEIGH,RALEIGH,Downtown,2020-03-11T21:07:00Z,2020,3,11,17,Wednesday,35.771921223,-78.634609256,RPD,2020-03-12T02:46:51.129Z
572255,4798e2d6-4de9-470b-b97e-a1558634a621,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013707,BURGLARY/RESIDENTIAL,30B,Burglary/Residential,CRIMES AGAINST PROPERTY,1600 BLOCK NESFIELD PL,RALEIGH,RALEIGH,Southwest,2020-03-11T20:42:00Z,2020,3,11,16,Wednesday,35.756040913,-78.696358572,RPD,2020-03-12T01:03:49.783Z
572256,2be1bdcb-5f17-4119-bf6d-4c00681f4e99,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013710,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,500 BLOCK W LENOIR ST,RALEIGH,RALEIGH,Downtown,2020-03-11T21:09:00Z,2020,3,11,17,Wednesday,35.773184492,-78.646733298,RPD,2020-03-12T02:48:32.027Z
572259,b95d653a-c42d-4d66-b617-1892c7494347,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013726,VANDALISM,80B,All Other/Damage to Property (minor),,4200 BLOCK KAPLAN DR,RALEIGH,RALEIGH,Southwest,2020-03-11T21:31:00Z,2020,3,11,17,Wednesday,35.7746137460001,-78.6924473459999,RPD,2020-03-12T00:05:37.647Z
572260,3b0151e0-eefe-4caf-9d0f-2edc9cdcb8f2,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013730,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,4100 BLOCK TENSITY DR,RALEIGH,RALEIGH,Northeast,2020-03-11T22:25:00Z,2020,3,11,18,Wednesday,35.8117867060001,-78.568551494,RPD,2020-03-12T00:54:48.329Z
572261,a2da4afb-2d59-40af-a796-a87b91491cf6,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013734,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,2500 BLOCK HOWARD RD,RALEIGH,RALEIGH,Northwest,2020-03-11T23:30:00Z,2020,3,11,19,Wednesday,35.8896659930001,-78.680052414,RPD,2020-03-12T03:49:26.640Z
572262,96d02ee4-db04-4084-bf27-a224d0377d73,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013734,VANDALISM,80B,All Other/Damage to Property (minor),,2500 BLOCK HOWARD RD,RALEIGH,RALEIGH,Northwest,2020-03-11T23:30:00Z,2020,3,11,19,Wednesday,35.8896659930001,-78.680052414,RPD,2020-03-12T03:49:26.640Z
572264,3b0482dc-cc07-4864-8640-ea17729ec42a,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,P20013753,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,1900 BLOCK SPRING FOREST RD,RALEIGH,RALEIGH,North,2020-03-12T00:49:00Z,2020,3,11,20,Wednesday,35.8657223880001,-78.606707517,RPD,2020-03-12T02:25:52.577Z
572267,a47da4f0-e286-4dad-8387-828893da7cf3,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,,ASSAULT,25N,Child Abuse/Simple,CRIMES AGAINST PERSONS,,,RALEIGH,North,2020-03-11T06:16:00Z,2020,3,11,2,Wednesday,0.0,0.0,RPD,2020-03-11T11:26:19.540Z
572288,52458e89-9e27-457b-a280-a2b84af71d0f,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,North,2020-03-11T04:13:00Z,2020,3,11,0,Wednesday,0.0,0.0,RPD,2020-03-11T17:00:11.660Z
572289,0b7f4be7-aef8-4195-b206-82439f1a935b,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,North,2020-03-11T12:06:00Z,2020,3,11,8,Wednesday,0.0,0.0,RPD,2020-03-11T14:18:17.263Z
572290,df243e68-6a35-4cdb-af40-abb760586039,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,North,2020-03-11T12:41:00Z,2020,3,11,8,Wednesday,0.0,0.0,RPD,2020-03-11T16:57:33.567Z
572294,056dad66-1987-4333-ad71-a8c79aa2e6db,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Northwest,2020-03-12T02:06:00Z,2020,3,11,22,Wednesday,0.0,0.0,RPD,2020-03-12T02:32:58.517Z
572297,359cfb40-c093-4654-be8c-794dea1d0b9b,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southeast,2020-03-11T18:29:00Z,2020,3,11,14,Wednesday,0.0,0.0,RPD,2020-03-11T21:26:14.607Z
572298,69fa71ad-b397-4758-af26-ecf109cade1b,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southeast,2020-03-11T23:53:00Z,2020,3,11,19,Wednesday,0.0,0.0,RPD,2020-03-12T02:25:10.353Z
572308,01c7672e-5f22-489b-9019-260bafd3e8c4,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020-03-11T23:23:00Z,2020,3,11,19,Wednesday,0.0,0.0,RPD,2020-03-12T03:44:38.097Z
572312,fc7c3827-d538-48c1-b1f4-5ffbd5bcadb8,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,,MISCELLANEOUS,81E,Miscellaneous/Lost Property,,,,RALEIGH,North,2020-03-11T21:35:00Z,2020,3,11,17,Wednesday,0.0,0.0,RPD,2020-03-11T23:48:40.183Z
572313,eb85379b-c40e-4e3e-9316-ce2d15ffe6c0,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,,MISCELLANEOUS,81E,Miscellaneous/Lost Property,,,,RALEIGH,Northwest,2020-03-11T19:18:00Z,2020,3,11,15,Wednesday,0.0,0.0,RPD,2020-03-11T19:54:24.237Z
572316,172f781e-0afb-4b25-a231-21bd6beef9d7,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Northwest,2020-03-11T15:44:00Z,2020,3,11,11,Wednesday,0.0,0.0,RPD,2020-03-12T02:46:10.277Z
572317,3354ddf3-312c-488b-8429-efe52da16186,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Northwest,2020-03-11T17:02:00Z,2020,3,11,13,Wednesday,0.0,0.0,RPD,2020-03-12T03:37:17.467Z
572319,b2f1b48b-e738-47f1-b1f8-2f2f0a6b29fd,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Southeast,2020-03-11T19:25:00Z,2020,3,11,15,Wednesday,0.0,0.0,RPD,2020-03-12T00:47:38.527Z
572320,b6ef9f1b-ddd2-4413-81ef-12a5cb54d4ce,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Southeast,2020-03-11T20:20:00Z,2020,3,11,16,Wednesday,0.0,0.0,RPD,2020-03-11T23:53:47.110Z
572325,ca8a2d0f-8eeb-4443-836f-4ccb0482cd0a,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,,MISCELLANEOUS,81J,Miscellaneous/Overdose,,,,RALEIGH,North,2020-03-11T21:26:00Z,2020,3,11,17,Wednesday,0.0,0.0,RPD,2020-03-11T23:09:33.289Z
572326,aea11fba-afe1-41de-8685-5d5c70686819,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,,MISCELLANEOUS,81J,Miscellaneous/Overdose,,,,RALEIGH,Southwest,2020-03-11T23:09:00Z,2020,3,11,19,Wednesday,0.0,0.0,RPD,2020-03-12T02:56:57.737Z
572332,bc27c549-d644-4a6e-9667-729caf9cce57,2020-03-12T04:00:34.510Z,RaleighGIS,2020-03-12T04:00:34.510Z,RaleighGIS,,SEX OFFENSES,17D,Sex Offense/Forcible Fondling,CRIMES AGAINST PERSONS,,,RALEIGH,Northeast,2020-03-11T11:07:00Z,2020,3,11,7,Wednesday,0.0,0.0,RPD,2020-03-11T17:38:22.070Z
572801,ad160352-8290-4c35-b7c6-6020dcbae735,2020-03-17T04:00:35.271Z,RaleighGIS,2020-03-17T04:00:35.271Z,RaleighGIS,P20014571,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,2800 BLOCK E MILLBROOK RD,RALEIGH,RALEIGH,North,2020-03-16T16:32:00Z,2020,3,16,12,Monday,35.849461369,-78.586404508,RPD,2020-03-16T17:35:42.943Z
572839,857bc29b-5cea-474a-868a-d2e878c45ac2,2020-03-17T04:00:35.271Z,RaleighGIS,2020-03-17T04:00:35.271Z,RaleighGIS,P20014665,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,4500 BLOCK BAYMAR DR,RALEIGH,RALEIGH,Northwest,2020-03-16T23:42:00Z,2020,3,16,19,Monday,35.846892041,-78.696053578,RPD,2020-03-17T01:21:19.217Z
573018,99f01743-4006-4092-9402-4129dc51c469,2020-03-19T15:36:44.355Z,RaleighGIS,2020-03-19T15:36:44.355Z,RaleighGIS,P20014702,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,500 BLOCK GRANITE ST,RALEIGH,RALEIGH,Southwest,2020-03-17T06:32:00Z,2020,3,17,2,Tuesday,35.749332254,-78.652672824,RPD,2020-03-17T18:24:16.523Z
573025,2863d090-5dfb-433d-b3b3-4ea03958793e,2020-03-18T04:00:45.633Z,RaleighGIS,2020-03-18T04:00:45.633Z,RaleighGIS,P20014712,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,3400 BLOCK KERNSTOWN DR,RALEIGH,RALEIGH,Southeast,2020-03-17T11:22:00Z,2020,3,17,7,Tuesday,35.734190402,-78.5354074109999,RPD,2020-03-17T14:37:53.677Z
573026,5e2786ff-30fd-4ca2-900e-82aa5ca90524,2020-03-19T15:36:44.355Z,RaleighGIS,2020-03-19T15:36:44.355Z,RaleighGIS,P20014715,FRAUD,56C,Fraud/ID Theft,CRIMES AGAINST PROPERTY,1900 BLOCK BRENTMOOR DR,RALEIGH,RALEIGH,Northeast,2020-03-17T11:42:00Z,2020,3,17,7,Tuesday,35.8038113850001,-78.59367374,RPD,2020-03-18T16:35:13.929Z
573027,4b913abb-b57c-49d6-a840-58f8ebe1950e,2020-03-19T15:36:44.355Z,RaleighGIS,2020-03-19T15:36:44.355Z,RaleighGIS,P20014716,FRAUD,56C,Fraud/ID Theft,CRIMES AGAINST PROPERTY,1600 BLOCK CROSS LINK RD,RALEIGH,RALEIGH,Southeast,2020-03-17T11:46:00Z,2020,3,17,7,Tuesday,35.754364342,-78.613686978,RPD,2020-03-18T16:45:01.460Z
573029,4554423d-4f72-4ffc-99f9-7a54f4d4b662,2020-03-19T15:36:44.355Z,RaleighGIS,2020-03-19T15:36:44.355Z,RaleighGIS,P20014721,FRAUD,56C,Fraud/ID Theft,CRIMES AGAINST PROPERTY,1400 BLOCK EDWARDS MILL RD,RALEIGH,RALEIGH,Southwest,2020-03-17T12:52:00Z,2020,3,17,8,Tuesday,35.8019756780001,-78.726760384,RPD,2020-03-18T16:48:53.447Z
573030,a397e0ce-d793-443a-a056-847d116b45a9,2020-03-19T15:36:44.355Z,RaleighGIS,2020-03-19T15:36:44.355Z,RaleighGIS,P20014722,FRAUD,56C,Fraud/ID Theft,CRIMES AGAINST PROPERTY,5100 BLOCK WAINSCOTT WAY,RALEIGH,RALEIGH,Northwest,2020-03-17T12:56:00Z,2020,3,17,8,Tuesday,35.848725476,-78.719509981,RPD,2020-03-18T16:49:51.630Z
573071,8fb1fb5b-0c0e-4c0e-baf3-b76423369ab8,2020-03-19T15:36:44.355Z,RaleighGIS,2020-03-19T15:36:44.355Z,RaleighGIS,P20014807,STOLEN PROPERTY,52A,Stolen Property/Possession (w/ Arrest),CRIMES AGAINST PROPERTY,1300 BLOCK S WILMINGTON ST,RALEIGH,RALEIGH,Downtown,2020-03-17T21:56:00Z,2020,3,17,17,Tuesday,35.764024616,-78.639317147,RPD,2020-03-18T12:23:31.763Z
573078,13b0a58f-15f0-4884-ba77-4eff8fdd0fe5,2020-03-19T15:36:44.355Z,RaleighGIS,2020-03-19T15:36:44.355Z,RaleighGIS,P20014826,LARCENY,35H,Larceny/All Other,CRIMES AGAINST PROPERTY,4500 BLOCK TOURNAMENT DR,RALEIGH,RALEIGH,Northwest,2020-03-18T00:11:00Z,2020,3,17,20,Tuesday,35.856235269,-78.7149269499999,RPD,2020-03-18T10:39:09.677Z
573083,eb1f47fb-f2fc-441c-9e45-5ba0b329e1cb,2020-03-19T15:36:44.355Z,RaleighGIS,2020-03-19T15:36:44.355Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Downtown,2020-03-17T04:59:00Z,2020,3,17,0,Tuesday,0.0,0.0,RPD,2020-03-17T18:24:12.133Z
573094,56aff0b2-7db4-4e9f-b35e-d82d6006d20e,2020-03-19T15:36:44.355Z,RaleighGIS,2020-03-19T15:36:44.355Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southeast,2020-03-17T04:13:00Z,2020,3,17,0,Tuesday,0.0,0.0,RPD,2020-03-17T18:24:07.600Z
573106,6032f39f-e957-4e51-8691-0a9d0ee4bdf1,2020-03-19T15:36:44.355Z,RaleighGIS,2020-03-19T15:36:44.355Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020-03-17T18:06:00Z,2020,3,17,14,Tuesday,0.0,0.0,RPD,2020-03-17T19:24:37.630Z
573115,dba7dae0-d656-43c2-8b08-ff3f2e61ab27,2020-03-19T15:36:44.355Z,RaleighGIS,2020-03-19T15:36:44.355Z,RaleighGIS,,MISCELLANEOUS,81E,Miscellaneous/Lost Property,,,,RALEIGH,Southeast,2020-03-17T11:48:00Z,2020,3,17,7,Tuesday,0.0,0.0,RPD,2020-03-18T13:51:32.957Z
573116,230eb089-3f77-4f75-bc48-6fef1acf13b0,2020-03-18T04:00:45.633Z,RaleighGIS,2020-03-18T04:00:45.633Z,RaleighGIS,,MISCELLANEOUS,81E,Miscellaneous/Lost Property,,,,RALEIGH,Southwest,2020-03-17T11:24:00Z,2020,3,17,7,Tuesday,0.0,0.0,RPD,2020-03-17T14:39:07.643Z
573178,e5a6eb74-65d4-49ad-9bda-8baa8310c9e4,2020-03-20T04:00:48.512Z,RaleighGIS,2020-03-20T04:00:48.512Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020-03-19T05:31:00Z,2020,3,19,1,Thursday,0.0,0.0,RPD,2020-03-19T19:30:47.347Z
573179,3e5e974d-c298-42dd-b439-7b5510e0d7e8,2020-03-20T04:00:48.512Z,RaleighGIS,2020-03-20T04:00:48.512Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020-03-19T08:44:00Z,2020,3,19,4,Thursday,0.0,0.0,RPD,2020-03-19T19:33:28.833Z
573180,5d559d44-581f-478d-93b6-5d84d1974ed2,2020-03-20T04:00:48.512Z,RaleighGIS,2020-03-20T04:00:48.512Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020-03-19T09:49:00Z,2020,3,19,5,Thursday,0.0,0.0,RPD,2020-03-19T19:33:29.183Z
573181,0d242d38-3b3d-416d-8162-da8d3a969e70,2020-03-20T04:00:48.512Z,RaleighGIS,2020-03-20T04:00:48.512Z,RaleighGIS,,MISCELLANEOUS,81A,Miscellaneous/All Other Non-Offenses,,,,RALEIGH,Southwest,2020-03-19T11:34:00Z,2020,3,19,7,Thursday,0.0,0.0,RPD,2020-03-19T19:33:52.300Z
573197,e7f3650c-aad9-4cc5-8105-1ce08bf42ab7,2020-03-20T04:00:48.512Z,RaleighGIS,2020-03-20T04:00:48.512Z,RaleighGIS,,MISCELLANEOUS,81F,Miscellaneous/Mental Commitment,,,,RALEIGH,Northwest,2020-03-19T13:08:00Z,2020,3,19,9,Thursday,0.0,0.0,RPD,2020-03-19T19:37:32.723Z
573339,dcf163f2-fd16-4e82-9e4c-708662ec5440,2020-03-20T04:00:48.512Z,RaleighGIS,2020-03-20T04:00:48.512Z,RaleighGIS,P20015038,ROBBERY,20B,Robbery/From Person,CRIMES AGAINST PROPERTY,3900 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2020-03-19T04:31:00Z,2020,3,19,0,Thursday,35.7989603030001,-78.5690585519999,RPD,2020-03-19T23:22:09Z
573340,c1ab06b7-36c2-4259-9d5b-24beb51cb904,2020-03-20T04:00:48.512Z,RaleighGIS,2020-03-20T04:00:48.512Z,RaleighGIS,P20015038,WEAPONS VIOLATION,51B,Weapons/Illegal Possession of Weapon,CRIMES AGAINST SOCIETY,3900 BLOCK NEW BERN AVE,RALEIGH,RALEIGH,Southeast,2020-03-19T04:31:00Z,2020,3,19,0,Thursday,35.7989603030001,-78.5690585519999,RPD,2020-03-19T23:22:09Z
573341,af373743-fed0-42f9-8826-42c0e6700f2b,2020-03-20T04:00:48.512Z,RaleighGIS,2020-03-20T04:00:48.512Z,RaleighGIS,P20015040,ALL OTHER OFFENSES,80A,All Other/All Other Offenses,,7900 BLOCK JANET CT,RALEIGH,RALEIGH,North,2020-03-19T05:16:00Z,2020,3,19,1,Thursday,35.885775644,-78.640637205,RPD,2020-03-19T09:11:30.600Z
573342,c24a0b06-6d13-42b8-a5ba-566d71ad19c5,2020-03-20T04:00:48.512Z,RaleighGIS,2020-03-20T04:00:48.512Z,RaleighGIS,P20015043,LARCENY FROM MV,35F,Larceny/Theft from Motor Vehicle,CRIMES AGAINST PROPERTY,1500 BLOCK DOWLING RD,RALEIGH,RALEIGH,Southeast,2020-03-19T05:42:00Z,2020,3,19,1,Thursday,35.758641299,-78.572675604,RPD,2020-03-19T23:00:30.017Z
