name,review_count,rating,price,phone,display_phone,category_title
Ridgewood Wine & Beer,22,4.5,2,19198325232,(919) 832-5232,"beer, wine & spirits"
Courtyard by Marriott Raleigh Crabtree Valley,19,3.0,2,19197826868,(919) 782-6868,hotels
Kanki - North Raleigh,161,3.0,2,19198764157,(919) 876-4157,japanese
Milano Pizza,9,2.5,1,19192694488,(919) 269-4488,pizza
Kabuki Japanese Steakhouse & Sushi,166,2.5,2,19193808081,(919) 380-8081,japanese
Barnes & Noble Booksellers,25,3.5,2,19197820030,(919) 782-0030,bookstores
Dairy Queen Orange Julius,25,2.5,1,19194842230,(919) 484-2230,ice cream & frozen yogurt
The Gallery Restaurant,1,2.0,-1,19198349900,(919) 834-9900,american (new)
Sheraton Raleigh Hotel,140,2.5,2,19198349900,(919) 834-9900,hotels
The Grove Cafe,1,1.0,2,19198349900,(919) 834-9900,american (traditional)
Cristo's NY Style Pizza,157,4.0,2,19198726797,(919) 872-6797,pizza
Andy's Pizza,2,3.5,-1,19198726797,(919) 872-6797,pizza
Starbucks,34,3.0,2,19198460633,(919) 846-0633,coffee & tea
Sam's Club,31,3.0,2,19198740112,(919) 874-0112,wholesale stores
McDonald's,10,2.5,1,19198780155,(919) 878-0155,fast food
McDonald's,27,2.0,1,19195541095,(919) 554-1095,fast food
Arby's,17,2.5,1,19195566724,(919) 556-6724,fast food
Jumbo China,41,3.5,1,19198618858,(919) 861-8858,chinese
Bojangles,33,2.5,1,19194607171,(919) 460-7171,fast food
Just Salad,38,4.5,-1,19199253400,(919) 925-3400,salad
Barry's Cafe,270,4.0,1,19198593555,(919) 859-3555,burgers
Neo-China Restaurant,4,4.0,-1,19197838383,(919) 783-8383,caterers
Neo-Asia Restaurant,83,3.0,2,19197838383,(919) 783-8383,chinese
El Dorado Authentic Mexican Restaurant,85,3.0,1,19198480788,(919) 848-0788,mexican
Bojangles Famous Chicken & Biscuits,17,3.0,1,19195570749,(919) 557-0749,fast food
Cloos' Coney Island,180,4.0,1,19198343354,(919) 834-3354,hot dogs
Border Restaurant,26,4.0,1,19195562125,(919) 556-2125,american (traditional)
Red Dragon Chinese Restaurant,107,3.5,2,19197821102,(919) 782-1102,chinese
Aggie's Grill Station,165,4.5,1,19197906688,(919) 790-6688,american (traditional)
Ole Time Barbecue,344,4.0,1,19198592544,(919) 859-2544,barbeque
Osteria G,124,4.0,-1,19842297480,(984) 229-7480,italian
Bojangles,13,2.0,1,19192662768,(919) 266-2768,fast food
Cup A Joe,78,3.5,1,19198289886,(919) 828-9886,coffee & tea
Cambridge Village Of Apex,3,3.5,-1,19193632080,(919) 363-2080,retirement homes
Los Tres Magueyes,51,3.5,1,19195542554,(919) 554-2554,mexican
Jose and Sons,527,4.0,2,19195711188,(919) 571-1188,american (new)
Viva Mexican Kitchen,120,4.0,2,19195711188,(919) 571-1188,mexican
El Rodeo,196,4.0,2,19195711188,(919) 571-1188,mexican
Global Village Organic Coffee,123,4.0,1,19198284567,(919) 828-4567,coffee & tea
Denny's,98,3.5,1,19198769556,(919) 876-9556,breakfast & brunch
Los Tres Vaqueros,43,3.5,1,19198466666,(919) 846-6666,mexican
Los Tres Magueyes III,10,3.0,2,19198466666,(919) 846-6666,mexican
Gravy,611,4.0,2,19198968513,(919) 896-8513,italian
China Queen,24,3.5,1,19198328882,(919) 832-8882,chinese
Jimmy John's,31,3.5,1,19198597377,(919) 859-7377,sandwiches
Planet Smoothie,6,5.0,-1,19842370016,(984) 237-0016,juice bars & smoothies
Margaux's Restaurant,258,4.0,2,19198469846,(919) 846-9846,american (new)
Taco Bell,27,2.5,1,19198326450,(919) 832-6450,mexican
Taco Bell,17,2.5,1,19198709107,(919) 870-9107,mexican
Pure Juicery & Vegan Food Bar,62,4.5,2,19192341572,(919) 234-1572,vegan
Zest Café and Home Art,88,4.0,2,19198484792,(919) 848-4792,coffee & tea
Locked & Loaded Bar & Grill,24,3.5,2,19196616688,(919) 661-6688,bars
Locked & Loaded Bar & Grill,64,4.0,2,19196616688,(919) 661-6688,bars
Bojangles Restaurant,26,2.5,1,19193621416,(919) 362-1416,southern
Koi Grill & Sushi,90,4.0,-1,19198484663,(919) 848-4663,sushi bars
Peking Garden,94,3.0,2,19198484663,(919) 848-4663,chinese
MoJo's Grill,61,4.0,1,19196621115,(919) 662-1115,chicken wings
Paul's Grill & Grocery,6,5.0,2,19192662624,(919) 266-2624,convenience stores
Fiesta Mexicana,85,3.5,1,19198591303,(919) 859-1303,mexican
Popeyes Louisiana Kitchen,26,2.5,1,19192955757,(919) 295-5757,fast food
Tupelo Honey,1164,4.0,2,19197239353,(919) 723-9353,breakfast & brunch
Kai Sushi and Sake Bar,398,4.5,2,19198704923,(919) 870-4923,japanese
Starbucks,21,3.0,2,19193383360,(919) 338-3360,coffee & tea
Taylor's Wine Shop,27,4.5,2,19198473069,(919) 847-3069,"beer, wine & spirits"
Bad Daddy's Burger Bar,238,4.0,2,19842335880,(984) 233-5880,burgers
Salsa Fresh Original Mexican Grill,56,3.0,1,19198701107,(919) 870-1107,mexican
The Anchor Bar,60,3.5,2,19199773714,(919) 977-3714,cocktail bars
Dogwood Bar & Eatery,56,2.0,2,19199773714,(919) 977-3714,cocktail bars
Milk Bar,71,2.0,2,19199773714,(919) 977-3714,cocktail bars
Brigs at the Crossing,144,4.0,2,19194819300,(919) 481-9300,breakfast & brunch
Bojangles,70,3.5,1,19196648613,(919) 664-8613,fast food
Bojangles,4,2.0,1,19196648613,(919) 664-8613,desserts
KFC,10,1.5,1,19197815458,(919) 781-5458,fast food
Taco Bell,28,1.5,1,19197815458,(919) 781-5458,fast food
NC Seafood Restaurant,170,3.5,2,19198334661,(919) 833-4661,seafood
Miso Ramen Bar,194,4.5,2,19843330110,(984) 333-0110,ramen
Lilly's Pizza,683,3.5,2,19198330226,(919) 833-0226,pizza
McDonald's,17,2.0,1,19197729496,(919) 772-9496,burgers
Cocula Mex,75,4.0,2,19196154347,(919) 615-4347,mexican
Amberly Local,19,4.5,-1,19196502546,(919) 650-2546,bars
The Raleigh Times Bar,762,3.5,2,19198330999,(919) 833-0999,american (new)
Brasa Brazilian Steakhouse,476,3.5,3,19195443344,(919) 544-3344,brazilian
New York Diner,77,3.5,1,19192170838,(919) 217-0838,diners
Biscuitville,66,3.5,1,19198212060,(919) 821-2060,breakfast & brunch
Chipotle Mexican Grill,27,1.5,1,19197853316,(919) 785-3316,fast food
Residence Inn Raleigh Crabtree Valley,21,3.5,2,19192793000,(919) 279-3000,hotels
Marriott Residence Inn,2,5.0,-1,19192793000,(919) 279-3000,hotels
HighCraft  Beer Market,19,4.5,2,19192676593,(919) 267-6593,"beer, wine & spirits"
Subway,3,2.0,1,19195568622,(919) 556-8622,sandwiches
China Uno,161,4.0,1,19195579888,(919) 557-9888,chinese
Wegmans,155,4.0,2,19849605600,(984) 960-5600,grocery
Chipotle Mexican Grill,25,2.0,1,19195620004,(919) 562-0004,fast food
Metro Diner,662,4.5,2,19195789053,(919) 578-9053,american (traditional)
Vidrio,389,4.0,2,19198036033,(919) 803-6033,mediterranean
Taqueria  LA Cabaña,6,4.5,-1,19198722252,(919) 872-2252,breakfast & brunch
Marathon Gas Station and Service Center,1,5.0,-1,19192661509,(919) 266-1509,gas stations
The Piper's Tavern,159,3.5,2,19196767413,(919) 676-7413,american (traditional)
Serendipity Gourmet,93,3.5,1,19194691655,(919) 469-1655,delis
Taza Grill,158,4.0,1,19198727161,(919) 872-7161,greek
Starbucks,34,4.0,1,19195710713,(919) 571-0713,coffee & tea
Subway,7,1.5,1,19192699293,(919) 269-9293,sandwiches
McDonald's,26,2.5,1,19198419282,(919) 841-9282,fast food
Cha House,82,4.5,1,19844650498,(984) 465-0498,taiwanese
Bojangles,21,3.5,1,19198767363,(919) 876-7363,southern
Dallas Famous Chicken,72,4.5,1,19193620051,(919) 362-0051,southern
Starbucks,37,3.5,1,19198758760,(919) 875-8760,coffee & tea
China One,19,3.0,1,19194610088,(919) 461-0088,chinese
Starbucks,16,3.5,2,19198569444,(919) 856-9444,coffee & tea
La Farm Bakery,68,3.5,2,19842280300,(984) 228-0300,breakfast & brunch
Whole Foods Market - West Cary,54,3.0,2,19842280300,(984) 228-0300,health markets
Doherty's Irish Pub & Restaurant - Apex,177,4.0,2,19193874100,(919) 387-4100,irish
Windsor Point,1,1.0,-1,19195524580,(919) 552-4580,retirement homes
Kale Me Crazy,14,3.0,-1,19192394660,(919) 239-4660,wraps
Which Wich,23,3.5,1,19198339424,(919) 833-9424,sandwiches
Bella Monica,501,4.0,2,19198819778,(919) 881-9778,italian
LongHorn Steakhouse,101,3.0,2,19197727707,(919) 772-7707,steakhouses
Subway,6,4.0,1,19194673898,(919) 467-3898,sandwiches
Goodberry's Frozen Custard,59,3.5,1,19198470453,(919) 847-0453,ice cream & frozen yogurt
Goodberry Creamery,3,2.5,-1,19198470453,(919) 847-0453,ice cream & frozen yogurt
Milton's Pizza and Pasta - Raleigh,188,4.0,2,19198470604,(919) 847-0604,pizza
Home Grown Pizza,82,3.5,1,19195775575,(919) 577-5575,pizza
Lowes Foods,28,3.5,2,19192179184,(919) 217-9184,grocery
Earth To Us,6,5.0,-1,19198098622,(919) 809-8622,vegan
Rudino's Sports Corner,85,3.0,2,19197864235,(919) 786-4235,sandwiches
Jack's Seafood & Soul Food Restaurant,100,4.0,1,19197551551,(919) 755-1551,seafood
China Wok,13,1.5,2,19193879599,(919) 387-9599,chinese
Taco Bell,10,4.0,1,19198729020,(919) 872-9020,mexican
Transfer Co. Food Hall,126,4.5,2,19842328122,(984) 232-8122,food court
Sushi-Thai Restaurant,194,3.5,2,19197898180,(919) 789-8180,sushi bars
Bosphorus,714,4.5,2,19194601300,(919) 460-1300,turkish
Food Lion,16,3.0,1,19194621542,(919) 462-1542,grocery
Hardee's,14,2.0,-1,19195529772,(919) 552-9772,burgers
ShabaShabu,357,3.5,2,19195017755,(919) 501-7755,japanese
Kiwi Cafe & Smoothies,56,4.0,1,19195705001,(919) 570-5001,cafes
Your Pie,122,4.0,1,19193789578,(919) 378-9578,pizza
Olive Garden Italian Restaurant,140,3.0,2,19199548557,(919) 954-8557,italian
China Wok,11,2.5,1,19198213038,(919) 821-3038,chinese
Whole Foods Market,115,3.5,2,19198168830,(919) 816-8830,grocery
Bojangles,34,2.5,1,19193626796,(919) 362-6796,southern
Jason's Deli,73,3.5,1,19198559898,(919) 855-9898,sandwiches
Culver's,106,3.5,1,19194351053,(919) 435-1053,burgers
Burger King,19,2.0,1,19198726307,(919) 872-6307,burgers
Cilantro Indian Cafe,335,4.5,2,19192341264,(919) 234-1264,indian
Subway,1,1.0,-1,19196152670,(919) 615-2670,sandwiches
Chopt Creative Salad Co.,84,3.5,2,19842320451,(984) 232-0451,salad
KFC,13,1.5,1,19195569408,(919) 556-9408,fast food
Biscuitville,20,3.5,1,19195776380,(919) 577-6380,breakfast & brunch
Exxon,3,3.0,-1,19195776361,(919) 577-6361,gas stations
Burger King,14,2.0,1,19197725255,(919) 772-5255,burgers
Subway,4,3.5,1,19196762610,(919) 676-2610,sandwiches
Saltgrass Steak House,70,3.5,2,19192177070,(919) 217-7070,steakhouses
Chick-fil-A,55,4.0,1,19195629004,(919) 562-9004,fast food
Manchester's Grill,108,4.0,2,19196763310,(919) 676-3310,pizza
Mariscos Nayarit,33,4.0,-1,19199770168,(919) 977-0168,seafood
Fogata BRAVA,161,4.0,2,19199770168,(919) 977-0168,tacos
Di Fara Pizza Tavern,74,4.0,-1,19196785300,(919) 678-5300,pizza
Sergio's Pizza,134,3.5,1,19198763116,(919) 876-3116,pizza
NY Style Pizza,5,4.0,2,19198763116,(919) 876-3116,pizza
Firehouse Subs,12,3.5,-1,19842252550,(984) 225-2550,fast food
Bonefish Grill,245,3.5,2,19196771347,(919) 677-1347,seafood
Bojangles Restaurant,19,3.0,1,19195542243,(919) 554-2243,fast food
Sheetz,17,4.0,1,19195772215,(919) 577-2215,gas stations
KFC,11,2.5,1,19198726902,(919) 872-6902,chicken wings
Taco Bell,14,2.0,1,19198726902,(919) 872-6902,fast food
Wingstop,63,3.0,2,19198728856,(919) 872-8856,chicken wings
Academy Street Bistro,178,4.0,2,19193770509,(919) 377-0509,american (new)
Bocci Trattoria & Pizzeria,146,3.5,2,19198035358,(919) 803-5358,italian
Zaxby's Chicken Fingers & Buffalo Wings,21,3.5,1,19197620432,(919) 762-0432,fast food
Taverna Agora,89,4.0,2,19198818333,(919) 881-8333,greek
Taverna Agora,684,4.0,2,19198818333,(919) 881-8333,greek
Sam's Club,30,2.5,2,19198391700,(919) 839-1700,wholesale stores
Subway,6,3.5,1,19192316223,(919) 231-6223,sandwiches
Pine Hollow Golf Club,8,4.5,-1,19195534554,(919) 553-4554,golf
Village Draft House,220,3.5,2,19198331373,(919) 833-1373,bars
Chili's,84,2.5,2,19197922545,(919) 792-2545,tex-mex
Off The Hook Seafood Restaurant,41,4.0,2,19192631868,(919) 263-1868,seafood
Subway,3,3.0,1,19195522609,(919) 552-2609,sandwiches
Salvio's Pizzeria,121,4.0,2,19194674600,(919) 467-4600,pizza
Udupi Cafe,225,4.0,2,19194650898,(919) 465-0898,indian
Bojangles Famous Chicken'n Biscuits,22,3.0,1,19198708002,(919) 870-8002,southern
Goodberry's Frozen Custard,46,4.0,1,19196768580,(919) 676-8580,ice cream & frozen yogurt
The Original NY Pizza,66,4.0,1,19198522242,(919) 852-2242,pizza
Best Western Raleigh North-Downtown,55,2.0,2,19198725000,(919) 872-5000,hotels
Humble Pie,346,4.0,2,19198299222,(919) 829-9222,american (new)
Holiday Inn Express & Suites Raleigh NE - Medical Ctr Area,11,2.5,2,19192562800,(919) 256-2800,hotels
Tazza Kitchen Village District,461,4.5,2,19198359463,(919) 835-9463,pizza
Café Caturra,65,3.5,2,19198359463,(919) 835-9463,sandwiches
ParTee Shack,17,4.0,-1,19196702980,(919) 670-2980,mini golf
Gonza Tacos Y Tequila,279,4.5,2,19192688965,(919) 268-8965,mexican
La Farm Bread Truck,12,4.0,2,19196570657,(919) 657-0657,food trucks
La Farm Bakery,1215,4.5,2,19196570657,(919) 657-0657,bakeries
La Farm Bakery,3,5.0,-1,19196570657,(919) 657-0657,bakeries
La Farm Bakery,3,4.5,-1,19196570657,(919) 657-0657,bakeries
DoubleTree by Hilton Raleigh Midtown,2,3.5,-1,19198723500,(919) 872-3500,hotels
Holiday Inn Raleigh North - Midtown,31,3.0,2,19198723500,(919) 872-3500,hotels
DoubleTree by Hilton Raleigh Midtown,1,2.0,-1,19198723500,(919) 872-3500,hotels
Panera Bread,84,3.0,1,19192930900,(919) 293-0900,sandwiches
Asali Desserts & Cafe,204,4.5,2,19193627882,(919) 362-7882,coffee & tea
Asali Events and Desserts,8,5.0,2,19193627882,(919) 362-7882,wedding planning
Carrabba's Italian Grill,82,3.5,2,19193876336,(919) 387-6336,italian
Jack's Seafood and Soul Food,23,3.0,2,19193298125,(919) 329-8125,seafood
Chick-fil-A,44,4.0,1,19198454556,(919) 845-4556,fast food
Subway,7,2.5,1,19198473559,(919) 847-3559,sandwiches
Wang's Kitchen,4,3.0,1,19192500902,(919) 250-0902,chinese
Chick-fil-A,32,3.5,1,19195771030,(919) 577-1030,fast food
Dunkin',21,2.0,1,19195560335,(919) 556-0335,donuts
Firebirds Wood Fired Grill,314,4.0,2,19197888778,(919) 788-8778,steakhouses
Wendell Country Club,6,3.5,-1,19193657337,(919) 365-7337,golf
Carolina Ale House,296,3.0,2,19199574200,(919) 957-4200,sports bars
Pei Wei,196,3.0,1,19194844113,(919) 484-4113,chinese
Subway,10,4.0,1,19198290900,(919) 829-0900,sandwiches
Roma Pizzeria & Italian Restaurant,40,4.5,1,19198762818,(919) 876-2818,italian
Target,49,4.0,2,19193721405,(919) 372-1405,department stores
Starbucks,9,2.0,2,19193721405,(919) 372-1405,coffee & tea
Ruckus  - Raleigh,113,4.0,1,19198352002,(919) 835-2002,pizza
Papa John's Pizza,21,2.0,1,19194621441,(919) 462-1441,pizza
Chili's,82,2.5,2,19194683290,(919) 468-3290,american (traditional)
El Fogon,3,4.5,1,19192694464,(919) 269-4464,mexican
Plaza Del Mariachi,19,4.0,1,19192694464,(919) 269-4464,mexican
Frankie's,207,3.5,-1,19194337888,(919) 433-7888,amusement parks
LongHorn Steakhouse,168,3.5,2,19194847669,(919) 484-7669,steakhouses
Starbucks,38,3.0,2,19192313271,(919) 231-3271,coffee & tea
Jersey Mike's Subs,32,3.5,1,19195573000,(919) 557-3000,fast food
Caribou Coffee,70,3.5,2,19193196265,(919) 319-6265,coffee & tea
Bojangles,16,3.0,1,19195469701,(919) 546-9701,southern
Jasmin & Olivz Mediterranean,85,3.5,1,19197559991,(919) 755-9991,mediterranean
KFC,2,1.0,1,19194041701,(919) 404-1701,fast food
Taco Bell,14,1.5,1,19194041701,(919) 404-1701,fast food
Mac's Tavern,86,3.5,1,19194674114,(919) 467-4114,sports bars
Italian Kitchen Pizza & Grill,36,3.5,1,19197902444,(919) 790-2444,italian
Brooklyn Original Slices,3,3.5,-1,19197902444,(919) 790-2444,italian
Esmeralda Grill,124,4.5,2,19193772455,(919) 377-2455,mexican
Arby's,4,3.5,1,19198281850,(919) 828-1850,fast food
Taqueria La Esquina,25,4.5,1,19196000870,(919) 600-0870,mexican
The Latin Corner Deli & Bakery,4,3.5,1,19196000870,(919) 600-0870,cuban
Orchid Japanese Restaurant,265,3.5,2,19198905345,(919) 890-5345,japanese
Fu Kee Express,258,4.5,1,19198722661,(919) 872-2661,chinese
Taco Bell,26,2.5,1,19195544924,(919) 554-4924,fast food
Johnny's Pizza Cary,323,4.5,2,19194605566,(919) 460-5566,pizza
Starbucks,31,3.0,2,19194200514,(919) 420-0514,coffee & tea
Beansprout Chinese Restaurant,125,4.0,1,19197550554,(919) 755-0554,chinese
Sticky Rice,137,4.0,2,19195548189,(919) 554-8189,sushi bars
Harris Teeter,10,3.5,2,19197720241,(919) 772-0241,grocery
Starbucks,6,1.5,2,19197720241,(919) 772-0241,coffee & tea
Moe's Southwest Grill,29,2.0,1,19192301720,(919) 230-1720,tex-mex
Boston Market,22,2.5,1,19196767609,(919) 676-7609,american (traditional)
Bojangles Chicken N' Biscuits,30,3.0,1,19194609224,(919) 460-9224,southern
Moe's Southwest Grill,53,2.5,1,19198541111,(919) 854-1111,mexican
Hibachi 88,7,4.0,-1,19196628899,(919) 662-8899,japanese
Quick N Chicken,8,4.0,-1,19196628899,(919) 662-8899,chicken wings
Jersey Mike's Subs,38,4.0,1,19197872540,(919) 787-2540,sandwiches
McDonald's,34,1.5,1,19194673883,(919) 467-3883,fast food
Tropical Smoothie Cafe,58,2.5,1,19193789333,(919) 378-9333,juice bars & smoothies
Carolina Ale House,176,2.5,2,19197722646,(919) 772-2646,american (traditional)
Panera Bread,65,3.0,2,19195890026,(919) 589-0026,sandwiches
DeMo's Pizzeria & Deli,269,4.5,1,19197541050,(919) 754-1050,pizza
Bada Bing Pizza,47,3.5,1,19197541050,(919) 754-1050,pizza
Waffle House,20,3.5,1,19195542501,(919) 554-2501,american (traditional)
Gonza Tacos Y Tequila,170,4.0,2,19192052500,(919) 205-2500,mexican
Waltonwood - Cary Parkway,2,4.5,-1,19194607330,(919) 460-7330,retirement homes
Moe's Southwest Grill,31,3.0,1,19195575507,(919) 557-5507,mexican
McDonalds,2,2.0,1,19197130903,(919) 713-0903,burgers
Las Marias Tacos Y Pupusas,77,3.5,2,19199778149,(919) 977-8149,tacos
Jersey Boy Subs,19,4.0,-1,19195528255,(919) 552-8255,sandwiches
Your Pie,66,3.5,1,19199570077,(919) 957-0077,salad
Wang's Kitchen,15,3.5,2,19192128805,(919) 212-8805,chinese
Daddy D's BBQ,95,3.5,-1,19195526464,(919) 552-6464,barbeque
Starbucks,26,2.0,2,19198015181,(919) 801-5181,coffee & tea
One China,28,3.0,1,19193626887,(919) 362-6887,chinese
Bojangles,48,3.0,1,19192770600,(919) 277-0600,southern
Sushi Nine,368,3.5,2,19196153100,(919) 615-3100,sushi bars
New York Bagel and Deli,262,4.0,1,19198519050,(919) 851-9050,delis
Heyday Brewing,22,3.5,2,19193516668,(919) 351-6668,breweries
BurgerFi,344,4.0,2,19196598700,(919) 659-8700,hot dogs
New China Express,28,2.5,1,19198789288,(919) 878-9288,chinese
Red Robin Gourmet Burgers and Brews,116,3.0,2,19193638599,(919) 363-8599,american (traditional)
Port City Java,6,3.0,2,19195130823,(919) 513-0823,coffee & tea
Bonefish Grill,256,3.5,2,19197825127,(919) 782-5127,seafood
Jasmin & Olivz Mediterranean,6,4.0,-1,19198032229,(919) 803-2229,mediterranean
Pho Oxtail,84,4.5,2,19193074008,(919) 307-4008,vietnamese
Flame Kabob,219,4.0,2,19195962525,(919) 596-2525,persian/iranian
Mookie's New York Deli,138,4.0,2,19199007770,(919) 900-7770,delis
Panera Bread,67,2.5,2,19193345762,(919) 334-5762,salad
Skipper's Fish Fry,269,4.0,2,19193032400,(919) 303-2400,seafood
Mellow Mushroom - Wake Forest,133,3.5,2,19195568884,(919) 556-8884,pizza
Harris Teeter,14,3.5,2,19197875526,(919) 787-5526,grocery
Jersey Mike's Subs,30,2.5,1,19193190039,(919) 319-0039,sandwiches
Penn Station East Coast Subs - Hillsborough Street,20,3.5,1,19842328444,(984) 232-8444,sandwiches
Hibernian Restaurant & Pub,157,3.5,2,19198030290,(919) 803-0290,irish
Tropical Smoothie Cafe,4,4.5,-1,19193552522,(919) 355-2522,juice bars & smoothies
Farina Neighborhood Italian,137,4.0,2,19198900143,(919) 890-0143,pizza
Everest Kitchen,56,4.0,2,19193747049,(919) 374-7049,indian
Chick-fil-A,17,3.0,-1,19195546995,(919) 554-6995,chicken shop
Coco Bongo,77,3.5,2,19842420898,(984) 242-0898,mexican
Goodberry's Frozen Custard,112,4.0,1,19194672386,(919) 467-2386,ice cream & frozen yogurt
42nd Street Oyster Bar & Seafood Grill,556,4.0,2,19198312811,(919) 831-2811,seafood
Arandas Mexican Cuisine,113,3.5,2,19193627363,(919) 362-7363,mexican
Berkeley Cafe,59,4.0,1,19198289190,(919) 828-9190,bars
Sadlack's Heroes,21,3.5,1,19198289190,(919) 828-9190,music venues
Chick-fil-A,39,2.5,1,19198486715,(919) 848-6715,fast food
Leesville Tap Room,136,3.0,2,19198701515,(919) 870-1515,american (traditional)
Chutneys,21,4.0,-1,19193771029,(919) 377-1029,indian
B B & Y,44,4.5,1,19842005336,(984) 200-5336,seafood
IHOP,81,2.0,1,19843023055,(984) 302-3055,breakfast & brunch
Jimmy John's,39,2.5,1,19198723383,(919) 872-3383,sandwiches
Kobe Hibachi & Sushi,102,3.0,2,19195571437,(919) 557-1437,japanese
AC Hotels by Marriott,51,3.5,3,19195712500,(919) 571-2500,hotels
Level7,127,3.5,2,19195712500,(919) 571-2500,tapas/small plates
Nil's Cafe Mediterranean Cuisine,86,4.5,1,19195670887,(919) 567-0887,bakeries
Rockin' Rolls Sushi Express,135,3.0,2,19198037926,(919) 803-7926,conveyor belt sushi
Bad Daddy's Burger Bar,702,4.5,2,19197479163,(919) 747-9163,burgers
Smithfield's Chicken 'N Bar-B-Q,37,3.0,1,19197790095,(919) 779-0095,barbeque
Sophies Grill and Bar,96,3.5,2,19193552377,(919) 355-2377,burgers
Burger King,15,2.0,1,19192338681,(919) 233-8681,fast food
Taco Bell,28,2.5,1,19198520680,(919) 852-0680,fast food
Banana Leaf,299,4.0,2,19194689958,(919) 468-9958,cantonese
Sheetz,12,4.0,1,19196621390,(919) 662-1390,convenience stores
IHOP,71,3.5,1,19193878147,(919) 387-8147,breakfast & brunch
Jersey Mike's Subs,18,3.5,1,19197797827,(919) 779-7827,sandwiches
Death & Taxes,316,4.0,3,19842420218,(984) 242-0218,american (new)
Capital Club 16,231,4.0,2,19197479345,(919) 747-9345,american (traditional)
Tower Indian Restaurant,219,4.0,2,19194652326,(919) 465-2326,indian
Red Bowl Asian Bistro,169,3.0,2,19197909222,(919) 790-9222,asian fusion
Starbucks,18,4.0,2,19194689908,(919) 468-9908,coffee & tea
The Mac House,164,4.0,2,19192638116,(919) 263-8116,barbeque
Food Lion,6,3.5,1,19193623904,(919) 362-3904,grocery
Starbucks,13,2.5,-1,19199710664,(919) 971-0664,coffee & tea
Taste of China,28,3.0,1,19194883737,(919) 488-3737,chinese
Chipotle Mexican Grill,45,2.5,1,19192338242,(919) 233-8242,mexican
La Cocina De Mama Greta,30,3.5,1,19198725360,(919) 872-5360,salvadoran
Starbucks,6,3.5,1,19193633059,(919) 363-3059,coffee & tea
Harris Teeter,15,2.5,2,19193633059,(919) 363-3059,grocery
Holiday Inn Express & Suites Raleigh Airport - Brier Creek,10,3.0,2,19197484801,(919) 748-4801,hotels
Chipotle Mexican Grill,59,2.5,1,19193223259,(919) 322-3259,mexican
Schianos Restaurant,49,3.5,2,19198473238,(919) 847-3238,pizza
Kings Dining & Entertainment - Raleigh,235,3.0,2,19196005700,(919) 600-5700,american (traditional)
Driftwood Cantina,37,4.0,-1,19199778360,(919) 977-8360,mexican
Harris Teeter,38,4.0,2,19195965399,(919) 596-5399,grocery
Starbucks,1,1.0,-1,19195965399,(919) 596-5399,coffee & tea
Panda Wok,52,3.0,1,19197922588,(919) 792-2588,chinese
Jumbo China,1,3.0,-1,19197922588,(919) 792-2588,chinese
Himalayan Grill & Bar,69,4.5,2,19193770117,(919) 377-0117,himalayan/nepalese
Subway,4,4.5,1,19197877981,(919) 787-7981,sandwiches
Vinnie's Steak House & Tavern,111,4.0,3,19198477319,(919) 847-7319,steakhouses
So Hot,208,4.5,2,19196945510,(919) 694-5510,hot pot
McDonald's,34,1.5,1,19197724850,(919) 772-4850,fast food
Seol Grille,156,4.5,3,19842419112,(984) 241-9112,korean
Rosati's Pizza,271,3.5,2,19193807000,(919) 380-7000,pizza
YoHo Asian Bistro,196,3.0,2,19198598081,(919) 859-8081,chinese
Spring Rolls,138,3.5,2,19198031118,(919) 803-1118,asian fusion
The Mecca Restaurant,175,4.0,1,19198325714,(919) 832-5714,breakfast & brunch
Cruizers,1,1.0,-1,19194660308,(919) 466-0308,convenience stores
The Parkway Tavern,26,4.0,-1,19192340018,(919) 234-0018,american (traditional)
Taco Bell,34,2.5,1,19198519034,(919) 851-9034,fast food
Papa's Pizza & Subs,84,3.5,1,19198478777,(919) 847-8777,pizza
Taipei Cafe,137,4.0,2,19193808568,(919) 380-8568,taiwanese
Hooters,105,2.5,2,19194692900,(919) 469-2900,american (traditional)
Hootie's Bait & Tackle,1,1.0,-1,19194692900,(919) 469-2900,food delivery services
Firehouse Subs,18,3.5,1,19197625328,(919) 762-5328,fast food
Paolo's On 54,132,4.0,2,19196789030,(919) 678-9030,italian
Lubrano's Ristorante Italiano,69,3.5,2,19196789030,(919) 678-9030,italian
Brigs at the Village,121,3.5,2,19198592151,(919) 859-2151,breakfast & brunch
Burrito Shak,41,4.0,-1,19192676772,(919) 267-6772,mexican
Target,22,3.5,2,19196742214,(919) 674-2214,department stores
Starbucks,4,1.5,-1,19196742214,(919) 674-2214,coffee & tea
Applebee's Grill + Bar,31,2.5,2,19194880101,(919) 488-0101,american (traditional)
Winston's Grille,335,4.0,2,19197900700,(919) 790-0700,american (traditional)
McDonald's,20,2.5,1,19192666700,(919) 266-6700,fast food
Hibachi Blue,117,3.5,2,19194629899,(919) 462-9899,japanese
Wang's Kitchen,22,3.5,1,19193638030,(919) 363-8030,chinese
Los Cuates,160,4.0,1,19198726012,(919) 872-6012,mexican
The Original NY Pizza,50,3.5,2,19195670505,(919) 567-0505,pizza
Wendy's,28,1.5,1,19195570139,(919) 557-0139,fast food
Sonic Drive-In,37,2.0,1,19195672555,(919) 567-2555,fast food
Sheetz,21,2.5,1,19193078433,(919) 307-8433,gas stations
